Candidate,Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Snippet_Keywords,Snippet_Stopwords,Snippet_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
trump,2016-11-08,Election Night Live Coverage,Times reporters provided real-time analysis of Donald J. Trump’s stunning upset in the presidential election on Tuesday.,Election Night Live Coverage,Times reporters provided real-time analysis of Donald J Trump’s stunning upset in the presidential election on Tuesday,"Election, Night, Live, Coverage",,"Election, Night, Live, Coverage","Times, reporters, provided, real, -, time, analysis, Donald, J, Trump, stunning, upset, presidential, election, Tuesday","of, ’s, in, the, on","Times, reporters, provided, real, -, time, analysis, of, Donald, J, Trump, ’s, stunning, upset, in, the, presidential, election, on, Tuesday","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.129, 'neu': 0.743, 'pos': 0.129, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-11-08,What 2016 Has Taught Us,The exhausting parade of ugliness provides lessons that political leaders should heed beyond Tuesday’s elections.,What 2016 Has Taught Us,The exhausting parade of ugliness provides lessons that political leaders should heed beyond Tuesday’s elections,"2016, Taught","What, Has, Us","What, 2016, Has, Taught, Us","exhausting, parade, ugliness, provides, lessons, political, leaders, heed, Tuesday, elections","The, of, that, should, beyond, ’s","The, exhausting, parade, of, ugliness, provides, lessons, that, political, leaders, should, heed, beyond, Tuesday, ’s, elections","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.7351}]",neu,0.0,-0.7351
trump,2016-11-30,"If Trump Tweets It, Is It News? A Quandary for the News Media",News organizations grapple with covering a commander in chief who uses his Twitter account as a bully pulpit and propaganda weapon.,"If Trump Tweets It, Is It News? A Quandary for the News Media",News organizations grapple with covering a commander in chief who uses his Twitter account as a bully pulpit and propaganda weapon,"Trump, Tweets, ,, News, ?, Quandary, News, Media","If, It, Is, It, A, for, the","If, Trump, Tweets, It, ,, Is, It, News, ?, A, Quandary, for, the, News, Media","News, organizations, grapple, covering, commander, chief, uses, Twitter, account, bully, pulpit, propaganda, weapon","with, a, in, who, his, as, a, and","News, organizations, grapple, with, covering, a, commander, in, chief, who, uses, his, Twitter, account, as, a, bully, pulpit, and, propaganda, weapon","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.7506}]",neu,0.0,-0.7506
trump,2016-11-30,Why the Trump Team’s Economic Promises Will Be Hard to Execute,"The men chosen to lead the Treasury and Commerce Departments vow to cut taxes, increase growth and hold the line on deficits, testing the limits of economic math.",Why the Trump Team’s Economic Promises Will Be Hard to Execute,"The men chosen to lead the Treasury and Commerce Departments vow to cut taxes, increase growth and hold the line on deficits, testing the limits of economic math","Trump, Team, Economic, Promises, Hard, Execute","Why, the, ’s, Will, Be, to","Why, the, Trump, Team, ’s, Economic, Promises, Will, Be, Hard, to, Execute","men, chosen, lead, Treasury, Commerce, Departments, vow, cut, taxes, ,, increase, growth, hold, line, deficits, ,, testing, limits, economic, math","The, to, the, and, to, and, the, on, the, of","The, men, chosen, to, lead, the, Treasury, and, Commerce, Departments, vow, to, cut, taxes, ,, increase, growth, and, hold, the, line, on, deficits, ,, testing, the, limits, of, economic, math","[{'neg': 0.108, 'neu': 0.692, 'pos': 0.2, 'compound': 0.296}]",neu,"[{'neg': 0.064, 'neu': 0.732, 'pos': 0.204, 'compound': 0.5574}]",neu,0.296,0.5574
trump,2016-11-30,Trump to Announce Carrier Plant Will Keep Jobs in U.S.,"Reversing a plan the president-elect had assailed, the company will keep roughly half of the 2,000 manufacturing jobs in Indiana that it was to shift to Mexico.",Trump to Announce Carrier Plant Will Keep Jobs in U.S,"Reversing a plan the president-elect had assailed, the company will keep roughly half of the 2,000 manufacturing jobs in Indiana that it was to shift to Mexico","Trump, Announce, Carrier, Plant, Jobs, U.S","to, Will, Keep, in","Trump, to, Announce, Carrier, Plant, Will, Keep, Jobs, in, U.S","Reversing, plan, president, -, elect, assailed, ,, company, roughly, half, 2,000, manufacturing, jobs, Indiana, shift, Mexico","a, the, had, the, will, keep, of, the, in, that, it, was, to, to","Reversing, a, plan, the, president, -, elect, had, assailed, ,, the, company, will, keep, roughly, half, of, the, 2,000, manufacturing, jobs, in, Indiana, that, it, was, to, shift, to, Mexico","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-11-30,Ethics Office Praises Donald Trump for a Move He Hasn’t Committed To,"In a series of oddly informal Twitter posts, the Office of Government Ethics appeared to conclude, wrongly, that Mr. Trump had promised to divest his assets.",Ethics Office Praises Donald Trump for a Move He Hasn’t Committed To,"In a series of oddly informal Twitter posts, the Office of Government Ethics appeared to conclude, wrongly, that Mr Trump had promised to divest his assets","Ethics, Office, Praises, Donald, Trump, Committed","for, a, Move, He, Has, n’t, To","Ethics, Office, Praises, Donald, Trump, for, a, Move, He, Has, n’t, Committed, To","series, oddly, informal, Twitter, posts, ,, Office, Government, Ethics, appeared, conclude, ,, wrongly, ,, Mr, Trump, promised, divest, assets","In, a, of, the, of, to, that, had, to, his","In, a, series, of, oddly, informal, Twitter, posts, ,, the, Office, of, Government, Ethics, appeared, to, conclude, ,, wrongly, ,, that, Mr, Trump, had, promised, to, divest, his, assets","[{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.6705}]",compound,"[{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4939}]",neu,0.6705,0.4939
trump,2016-11-30,C.I.A. Chief Warns Donald Trump Against Tearing Up Iran Nuclear Deal,John Brennan told the BBC that canceling the accord would be “the height of folly” and could lead to a nuclear arms race in the Middle East.,C.I.A Chief Warns Donald Trump Against Tearing Up Iran Nuclear Deal,John Brennan told the BBC that canceling the accord would be “the height of folly” and could lead to a nuclear arms race in the Middle East,"C.I.A, Chief, Warns, Donald, Trump, Tearing, Iran, Nuclear, Deal","Against, Up","C.I.A, Chief, Warns, Donald, Trump, Against, Tearing, Up, Iran, Nuclear, Deal","John, Brennan, told, BBC, canceling, accord, “, height, folly, ”, lead, nuclear, arms, race, Middle, East","the, that, the, would, be, the, of, and, could, to, a, in, the","John, Brennan, told, the, BBC, that, canceling, the, accord, would, be, “, the, height, of, folly, ”, and, could, lead, to, a, nuclear, arms, race, in, the, Middle, East","[{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.1027}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.1027,0.0
trump,2016-11-30,Sarah Palin for Veterans Affairs? A Wrestling Impresario for Small Business?,"The president-elect, who continues to fill his cabinet, will travel to Indiana this week to announce the saving of 1,000 factory jobs.",Sarah Palin for Veterans Affairs? A Wrestling Impresario for Small Business?,"The president-elect, who continues to fill his cabinet, will travel to Indiana this week to announce the saving of 1,000 factory jobs","Sarah, Palin, Veterans, Affairs, ?, Wrestling, Impresario, Small, Business, ?","for, A, for","Sarah, Palin, for, Veterans, Affairs, ?, A, Wrestling, Impresario, for, Small, Business, ?","president, -, elect, ,, continues, fill, cabinet, ,, travel, Indiana, week, announce, saving, 1,000, factory, jobs","The, who, to, his, will, to, this, to, the, of","The, president, -, elect, ,, who, continues, to, fill, his, cabinet, ,, will, travel, to, Indiana, this, week, to, announce, the, saving, of, 1,000, factory, jobs","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-11-30,Steven Mnuchin Is More Pragmatist Than Ideologue,Such an approach could help Mr. Mnuchin balance competing views while pushing for some of President-elect Donald J. Trump’s major first-year goals.,Steven Mnuchin Is More Pragmatist Than Ideologue,Such an approach could help Mr Mnuchin balance competing views while pushing for some of President-elect Donald J Trump’s major first-year goals,"Steven, Mnuchin, Pragmatist, Ideologue","Is, More, Than","Steven, Mnuchin, Is, More, Pragmatist, Than, Ideologue","approach, help, Mr, Mnuchin, balance, competing, views, pushing, President, -, elect, Donald, J, Trump, major, -, year, goals","Such, an, could, while, for, some, of, ’s, first","Such, an, approach, could, help, Mr, Mnuchin, balance, competing, views, while, pushing, for, some, of, President, -, elect, Donald, J, Trump, ’s, major, first, -, year, goals","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}]",neu,0.0,0.4019
trump,2016-11-30,"Tom Price, H.H.S. Nominee, Drafted Remake of Health Law","Mr. Price’s bill, the Empowering Patients First Act, would weaken many consumer protections in the Affordable Care Act, President Obama’s signature domestic achievement.","Tom Price, H.H.S Nominee, Drafted Remake of Health Law","Mr Price’s bill, the Empowering Patients First Act, would weaken many consumer protections in the Affordable Care Act, President Obama’s signature domestic achievement","Tom, Price, ,, H.H.S, Nominee, ,, Drafted, Remake, Health, Law",of,"Tom, Price, ,, H.H.S, Nominee, ,, Drafted, Remake, of, Health, Law","Mr, Price, bill, ,, Empowering, Patients, Act, ,, weaken, consumer, protections, Affordable, Care, Act, ,, President, Obama, signature, domestic, achievement","’s, the, First, would, many, in, the, ’s","Mr, Price, ’s, bill, ,, the, Empowering, Patients, First, Act, ,, would, weaken, many, consumer, protections, in, the, Affordable, Care, Act, ,, President, Obama, ’s, signature, domestic, achievement","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.104, 'neu': 0.778, 'pos': 0.119, 'compound': 0.1027}]",neu,0.0,0.1027
trump,2016-11-30,"Mr. Trump, Meet the Constitution",Why is the president-elect afraid of free speech?,"Mr Trump, Meet the Constitution",Why is the president-elect afraid of free speech?,"Mr, Trump, ,, Meet, Constitution",the,"Mr, Trump, ,, Meet, the, Constitution","president, -, elect, afraid, free, speech, ?","Why, is, the, of","Why, is, the, president, -, elect, afraid, of, free, speech, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}]",neu,0.0,0.5106
trump,2016-11-30,"In Paris, Worries That Trump Will Embolden Le Pen","The National Front candidate for French president views Donald Trump’s election as “good news for our country,” but others see much to protest.","In Paris, Worries That Trump Will Embolden Le Pen","The National Front candidate for French president views Donald Trump’s election as “good news for our country,” but others see much to protest","Paris, ,, Worries, Trump, Embolden, Le, Pen","In, That, Will","In, Paris, ,, Worries, That, Trump, Will, Embolden, Le, Pen","National, candidate, French, president, views, Donald, Trump, election, “, good, news, country, ,, ”, protest","The, Front, for, ’s, as, for, our, but, others, see, much, to","The, National, Front, candidate, for, French, president, views, Donald, Trump, ’s, election, as, “, good, news, for, our, country, ,, ”, but, others, see, much, to, protest","[{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}]",neu,"[{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.3612}]",neu,-0.4215,-0.3612
clinton,2016-10-01,"Hillary Clinton’s Positive Message? That Was the Plan, at Least","Over the summer, Mrs. Clinton focused almost exclusively on discrediting Mr. Trump, but now she has tried to offer a more positive campaign message, even as she continues to denounce him.","Hillary Clinton’s Positive Message? That Was the Plan, at Least","Over the summer, Mrs Clinton focused almost exclusively on discrediting Mr Trump, but now she has tried to offer a more positive campaign message, even as she continues to denounce him","Hillary, Clinton, Positive, Message, ?, Plan, ,","’s, That, Was, the, at, Least","Hillary, Clinton, ’s, Positive, Message, ?, That, Was, the, Plan, ,, at, Least","summer, ,, Mrs, Clinton, focused, exclusively, discrediting, Mr, Trump, ,, tried, offer, positive, campaign, message, ,, continues, denounce","Over, the, almost, on, but, now, she, has, to, a, more, even, as, she, to, him","Over, the, summer, ,, Mrs, Clinton, focused, almost, exclusively, on, discrediting, Mr, Trump, ,, but, now, she, has, tried, to, offer, a, more, positive, campaign, message, ,, even, as, she, continues, to, denounce, him","[{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}]",neu,"[{'neg': 0.083, 'neu': 0.725, 'pos': 0.192, 'compound': 0.6174}]",neu,0.5574,0.6174
clinton,2016-10-01,Donald Trump Opens New Line of Attack on Hillary Clinton: Her Marriage,"In an interview, Mr. Trump said he was reconsidering whether he would back Mrs. Clinton if she became president.",Donald Trump Opens New Line of Attack on Hillary Clinton: Her Marriage,"In an interview, Mr Trump said he was reconsidering whether he would back Mrs Clinton if she became president","Donald, Trump, Opens, New, Line, Attack, Hillary, Clinton, :, Marriage","of, on, Her","Donald, Trump, Opens, New, Line, of, Attack, on, Hillary, Clinton, :, Her, Marriage","interview, ,, Mr, Trump, said, reconsidering, Mrs, Clinton, president","In, an, he, was, whether, he, would, back, if, she, became","In, an, interview, ,, Mr, Trump, said, he, was, reconsidering, whether, he, would, back, Mrs, Clinton, if, she, became, president","[{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.4767,0.0
clinton,2016-10-01,Hillary Clinton and Democrats Raised $154 Million in September,"Her campaign and the party have a combined cash reserve of $150 million, setting them up for a final spending splurge on television ads and outreach.",Hillary Clinton and Democrats Raised $154 Million in September,"Her campaign and the party have a combined cash reserve of $150 million, setting them up for a final spending splurge on television ads and outreach","Hillary, Clinton, Democrats, Raised, $, 154, Million, September","and, in","Hillary, Clinton, and, Democrats, Raised, $, 154, Million, in, September","campaign, party, combined, cash, reserve, $, 150, million, ,, setting, final, spending, splurge, television, ads, outreach","Her, and, the, have, a, of, them, up, for, a, on, and","Her, campaign, and, the, party, have, a, combined, cash, reserve, of, $, 150, million, ,, setting, them, up, for, a, final, spending, splurge, on, television, ads, and, outreach","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5859}]",neu,0.0,0.5859
